TIME,R1,MYO1,R2,MYO2,APPARENT_07_21_RHO,APPARENT_35_21_RHO,CCR
24.441,144.394,-0.038,216.99,0.057,6.351,6.362,4700.0
24.442,144.393,0.098,216.989,-0.252,6.351,6.362,4700.0
24.443,144.393,-0.103,216.988,-0.096,6.351,6.362,4700.0
24.444,144.393,0.037,216.987,0.071,6.351,6.362,4700.0
24.445,144.392,0.072,216.986,-0.033,6.351,6.362,4700.0
24.446,144.392,-0.083,216.986,0.148,6.351,6.362,4700.0
24.447,144.392,0.061,216.985,0.052,6.351,6.362,4700.0
24.448,144.391,-0.147,216.984,-0.161,6.351,6.362,4700.0
24.449,144.391,-0.066,216.983,0.151,6.351,6.362,4700.0
24.45,144.391,0.159,216.984,-0.097,6.351,6.362,4700.0
24.451,144.39,-0.038,216.985,-0.134,6.351,6.362,4700.0
24.452,144.39,0.098,216.986,0.168,6.351,6.362,4700.0
24.453,144.389,0.033,216.986,-0.081,6.351,6.362,4700.0
24.454,144.389,-0.128,216.987,0.004,6.351,6.362,4700.0
24.455,144.388,0.063,216.988,0.055,6.351,6.362,4700.0
24.456,144.388,-0.06,216.989,0.068,6.351,6.362,4700.0
24.457,144.387,0.023,216.99,0.093,6.35,6.362,4700.0
24.458,144.387,0.219,216.99,0.002,6.35,6.362,4700.0
24.459,144.386,-0.207,216.991,-0.107,6.35,6.363,4700.0
24.46,144.386,-0.19,216.99,-0.376,6.35,6.362,4700.0
24.461,144.385,0.169,216.989,0.046,6.35,6.362,4700.0
24.462,144.384,-0.052,216.988,0.263,6.35,6.362,4700.0
24.463,144.383,0.005,216.987,0.033,6.35,6.362,4700.0
24.464,144.383,0.123,216.987,0.08,6.35,6.362,4700.0
24.465,144.382,-0.054,216.986,-0.031,6.35,6.362,4700.0
24.466,144.381,0.086,216.985,0.003,6.35,6.362,4700.0
24.467,144.38,-0.014,216.984,-0.111,6.35,6.362,4700.0
24.468,144.379,-0.119,216.983,-0.082,6.35,6.362,4700.0
24.469,144.379,0.076,216.982,0.158,6.35,6.362,4700.0
24.47,144.379,-0.05,216.983,-0.007,6.35,6.362,4700.0
24.471,144.379,-0.022,216.985,0.097,6.35,6.362,4700.0
24.472,144.378,0.027,216.986,-0.034,6.35,6.362,4700.0
24.473,144.378,-0.112,216.988,-0.354,6.35,6.362,4700.0
24.474,144.378,0.101,216.989,0.01,6.35,6.362,4700.0
24.475,144.378,0.071,216.991,0.189,6.35,6.363,4700.0
24.476,144.378,-0.07,216.992,0.079,6.35,6.363,4700.0
24.477,144.378,0.1,216.993,0.106,6.35,6.363,4700.0
24.478,144.378,0.069,216.995,0.066,6.35,6.363,4700.0
24.479,144.378,-0.04,216.996,-0.039,6.35,6.363,4700.0
24.48,144.378,-0.136,216.997,-0.166,6.35,6.363,4700.0
24.481,144.379,-0.108,216.998,-0.158,6.35,6.363,4700.0
24.482,144.379,-0.025,216.998,-0.02,6.35,6.363,4700.0
24.483,144.379,0.056,216.999,0.163,6.35,6.363,4700.0
24.484,144.38,0.153,217.0,0.074,6.35,6.363,4700.0
24.485,144.38,-0.033,217.0,-0.018,6.35,6.363,4700.0
24.486,144.381,0.002,217.001,0.015,6.35,6.363,4700.0
24.487,144.381,0.088,217.001,-0.103,6.35,6.363,4700.0
24.488,144.382,0.021,217.002,0.101,6.35,6.363,4700.0
24.489,144.382,0.003,217.003,-0.032,6.35,6.363,4700.0
24.49,144.383,-0.162,217.004,-0.101,6.35,6.363,4700.0
24.491,144.384,-0.08,217.006,0.179,6.35,6.363,4700.0
24.492,144.385,-0.043,217.008,-0.05,6.35,6.363,4700.0
24.493,144.386,-0.002,217.009,-0.03,6.35,6.363,4700.0
24.494,144.387,0.16,217.011,-0.08,6.35,6.363,4700.0
24.495,144.388,0.027,217.012,0.01,6.351,6.363,4700.0
24.496,144.389,0.067,217.014,0.123,6.351,6.363,4700.0
24.497,144.39,0.045,217.016,-0.173,6.351,6.363,4700.0
24.498,144.391,-0.07,217.017,0.04,6.351,6.363,4700.0
24.499,144.392,-0.017,217.019,0.059,6.351,6.363,4700.0
24.5,144.391,-0.17,217.017,0.077,6.351,6.363,4700.0
24.501,144.39,-0.108,217.016,0.113,6.351,6.363,4700.0
24.502,144.39,0.223,217.014,-0.131,6.351,6.363,4700.0
24.503,144.389,0.141,217.013,-0.124,6.351,6.363,4700.0
24.504,144.388,-0.049,217.011,-0.004,6.351,6.363,4700.0
24.505,144.388,-0.048,217.01,0.124,6.351,6.363,4700.0
24.506,144.387,-0.099,217.008,-0.073,6.35,6.363,4700.0
24.507,144.386,-0.043,217.007,0.016,6.35,6.363,4700.0
24.508,144.385,-0.059,217.005,-0.045,6.35,6.363,4700.0
24.509,144.385,0.05,217.004,-0.099,6.35,6.363,4700.0
24.51,144.385,0.241,217.006,0.22,6.35,6.363,4700.0
24.511,144.386,0.024,217.009,-0.186,6.35,6.363,4700.0
24.512,144.387,-0.039,217.011,0.111,6.35,6.363,4700.0
24.513,144.388,-0.059,217.014,0.308,6.351,6.363,4700.0
24.514,144.388,-0.095,217.016,-0.15,6.351,6.363,4700.0
24.515,144.389,0.019,217.019,0.019,6.351,6.363,4700.0
24.516,144.39,-0.009,217.021,-0.232,6.351,6.363,4700.0
24.517,144.39,-0.064,217.024,-0.115,6.351,6.363,4700.0
24.518,144.391,-0.095,217.026,0.011,6.351,6.364,4700.0
24.519,144.392,0.095,217.029,-0.2,6.351,6.364,4700.0
24.52,144.392,0.141,217.029,0.338,6.351,6.364,4700.0
24.521,144.392,0.084,217.03,0.241,6.351,6.364,4700.0
24.522,144.392,0.048,217.03,-0.084,6.351,6.364,4700.0
24.523,144.392,-0.174,217.031,0.094,6.351,6.364,4700.0
24.524,144.393,-0.049,217.031,-0.142,6.351,6.364,4700.0
24.525,144.393,-0.054,217.032,-0.166,6.351,6.364,4700.0
24.526,144.393,-0.009,217.032,0.055,6.351,6.364,4700.0
24.527,144.393,0.171,217.033,-0.056,6.351,6.364,4700.0
24.528,144.393,0.007,217.033,0.055,6.351,6.364,4700.0
24.529,144.394,0.063,217.034,0.004,6.351,6.364,4700.0
24.53,144.393,-0.115,217.036,-0.101,6.351,6.364,4700.0
24.531,144.393,-0.199,217.037,0.207,6.351,6.364,4700.0
24.532,144.392,0.07,217.039,0.027,6.351,6.364,4700.0
24.533,144.392,0.053,217.041,-0.096,6.351,6.364,4700.0
24.534,144.391,0.096,217.043,-0.038,6.351,6.364,4700.0
24.535,144.391,0.018,217.044,-0.024,6.351,6.364,4700.0
24.536,144.39,-0.016,217.046,0.153,6.351,6.364,4700.0
24.537,144.39,0.018,217.048,-0.141,6.351,6.364,4700.0
24.538,144.389,-0.069,217.049,-0.006,6.351,6.364,4700.0
24.539,144.389,0.009,217.051,0.153,6.351,6.364,4700.0
24.54,144.39,-0.027,217.055,-0.207,6.351,6.364,4700.0
24.541,144.391,-0.047,217.058,0.053,6.351,6.364,4700.0
24.542,144.392,0.053,217.062,0.136,6.351,6.365,4700.0
24.543,144.394,0.111,217.066,-0.172,6.351,6.365,4700.0
24.544,144.395,-0.051,217.069,0.026,6.351,6.365,4700.0
24.545,144.396,-0.125,217.073,0.159,6.351,6.365,4700.0
24.546,144.397,0.067,217.076,-0.12,6.351,6.365,4700.0
24.547,144.399,-0.054,217.08,0.095,6.351,6.365,4700.0
24.548,144.4,0.032,217.084,0.075,6.351,6.365,4700.0
24.549,144.401,0.121,217.087,-0.284,6.351,6.365,4700.0
24.55,144.403,-0.04,217.093,0.07,6.351,6.365,4700.0
24.551,144.404,0.061,217.098,-0.017,6.351,6.366,4700.0
24.552,144.406,-0.059,217.104,-0.007,6.351,6.366,4700.0
24.553,144.407,-0.053,217.109,0.208,6.351,6.366,4700.0
24.554,144.408,-0.015,217.114,-0.068,6.351,6.366,4700.0
24.555,144.41,-0.109,217.12,0.0,6.351,6.366,4700.0
24.556,144.411,0.052,217.125,-0.151,6.352,6.366,4700.0
24.557,144.413,-0.009,217.131,-0.015,6.352,6.367,4700.0
24.558,144.414,0.013,217.136,0.123,6.352,6.367,4700.0
24.559,144.415,0.161,217.142,-0.063,6.352,6.367,4700.0
24.56,144.417,0.061,217.146,0.276,6.352,6.367,4700.0
24.561,144.419,-0.008,217.151,-0.008,6.352,6.367,4700.0
24.562,144.42,-0.029,217.156,-0.323,6.352,6.367,4700.0
24.563,144.422,-0.136,217.16,-0.041,6.352,6.367,4700.0
24.564,144.424,-0.013,217.165,0.053,6.352,6.368,4700.0
24.565,144.426,0.148,217.17,0.044,6.352,6.368,4700.0
24.566,144.427,-0.146,217.175,0.038,6.352,6.368,4700.0
24.567,144.429,-0.138,217.179,0.088,6.352,6.368,4700.0
24.568,144.431,-0.079,217.184,-0.051,6.352,6.368,4700.0
24.569,144.432,-0.067,217.189,-0.011,6.352,6.368,4700.0
24.57,144.434,0.412,217.195,0.013,6.353,6.368,4700.0
24.571,144.436,0.224,217.201,-0.183,6.353,6.369,4700.0
24.572,144.437,-0.069,217.206,0.106,6.353,6.369,4700.0
24.573,144.439,0.041,217.212,0.227,6.353,6.369,4700.0
24.574,144.441,-0.243,217.218,-0.025,6.353,6.369,4700.0
24.575,144.442,-0.197,217.224,-0.159,6.353,6.369,4700.0
24.576,144.444,0.064,217.23,-0.108,6.353,6.37,4700.0
24.577,144.446,-0.078,217.235,0.028,6.353,6.37,4700.0
24.578,144.447,-0.025,217.241,-0.005,6.353,6.37,4700.0
24.579,144.449,0.124,217.247,-0.024,6.353,6.37,4700.0
24.58,144.45,0.083,217.249,0.154,6.353,6.37,4700.0
24.581,144.452,0.237,217.252,0.229,6.353,6.37,4700.0
24.582,144.453,-0.003,217.254,-0.153,6.353,6.37,4700.0
24.583,144.454,-0.352,217.257,-0.19,6.353,6.37,4700.0
24.584,144.455,0.012,217.26,0.017,6.353,6.37,4700.0
24.585,144.457,0.085,217.262,-0.103,6.354,6.37,4700.0
24.586,144.458,-0.049,217.265,0.121,6.354,6.371,4700.0
24.587,144.459,0.097,217.267,0.045,6.354,6.371,4700.0
24.588,144.46,0.027,217.27,0.012,6.354,6.371,4700.0
24.589,144.462,-0.098,217.272,0.103,6.354,6.371,4700.0
24.59,144.462,-0.043,217.275,-0.23,6.354,6.371,4700.0
24.591,144.463,0.072,217.278,0.108,6.354,6.371,4700.0
24.592,144.463,0.031,217.281,0.1,6.354,6.371,4700.0
24.593,144.463,0.006,217.284,-0.151,6.354,6.371,4700.0
24.594,144.464,0.07,217.288,0.134,6.354,6.371,4700.0
24.595,144.464,-0.009,217.291,-0.011,6.354,6.371,4700.0
24.596,144.465,-0.089,217.294,-0.032,6.354,6.371,4700.0
24.597,144.465,-0.057,217.297,-0.059,6.354,6.371,4700.0
24.598,144.466,-0.107,217.3,-0.159,6.354,6.372,4700.0
24.599,144.466,-0.101,217.303,0.044,6.354,6.372,4700.0
24.6,144.467,0.216,217.305,0.033,6.354,6.372,4700.0
24.601,144.468,0.201,217.307,0.056,6.354,6.372,4700.0
24.602,144.469,0.001,217.309,0.118,6.354,6.372,4700.0
24.603,144.469,0.053,217.311,0.057,6.354,6.372,4700.0
24.604,144.47,-0.162,217.313,0.065,6.354,6.372,4700.0
24.605,144.471,-0.104,217.315,-0.093,6.354,6.372,4700.0
24.606,144.472,0.061,217.317,-0.179,6.354,6.372,4700.0
24.607,144.473,-0.124,217.319,0.052,6.354,6.372,4700.0
24.608,144.474,0.012,217.321,-0.047,6.354,6.372,4700.0
24.609,144.475,0.003,217.323,-0.099,6.354,6.372,4700.0
24.61,144.474,0.02,217.323,0.228,6.354,6.372,4700.0
24.611,144.473,0.32,217.323,0.055,6.354,6.372,4700.0
24.612,144.472,-0.04,217.323,-0.17,6.354,6.372,4700.0
24.613,144.471,-0.361,217.323,0.031,6.354,6.372,4700.0
24.614,144.471,0.03,217.324,-0.041,6.354,6.372,4700.0
24.615,144.47,0.176,217.324,-0.071,6.354,6.372,4700.0
24.616,144.469,-0.015,217.324,0.168,6.354,6.372,4700.0
24.617,144.468,0.014,217.324,-0.052,6.354,6.372,4700.0
24.618,144.467,0.054,217.324,0.066,6.354,6.372,4700.0
24.619,144.467,0.054,217.324,0.333,6.354,6.372,4700.0
24.62,144.467,-0.175,217.324,-0.268,6.354,6.372,4700.0
24.621,144.467,-0.353,217.324,-0.239,6.354,6.372,4700.0
24.622,144.467,0.218,217.324,0.053,6.354,6.372,4700.0
24.623,144.466,0.327,217.324,-0.136,6.354,6.372,4700.0
24.624,144.466,-0.016,217.324,0.135,6.354,6.372,4700.0
24.625,144.466,0.057,217.324,0.142,6.354,6.372,4700.0
24.626,144.466,-0.167,217.324,-0.074,6.354,6.372,4700.0
24.627,144.466,-0.11,217.325,0.03,6.354,6.372,4700.0
24.628,144.466,0.011,217.325,-0.057,6.354,6.372,4700.0
24.629,144.466,-0.213,217.325,-0.107,6.354,6.372,4700.0
24.63,144.466,0.22,217.327,0.194,6.354,6.372,4700.0
24.631,144.466,0.234,217.33,0.136,6.354,6.372,4700.0
24.632,144.466,-0.187,217.332,-0.113,6.354,6.373,4700.0
24.633,144.466,0.076,217.334,0.016,6.354,6.373,4700.0
24.634,144.466,-0.03,217.337,-0.092,6.354,6.373,4700.0
24.635,144.466,-0.147,217.339,-0.089,6.354,6.373,4700.0
24.636,144.466,0.141,217.342,0.022,6.354,6.373,4700.0
24.637,144.465,0.039,217.344,-0.045,6.354,6.373,4700.0
24.638,144.465,0.068,217.347,0.052,6.354,6.373,4700.0
24.639,144.465,-0.122,217.349,-0.055,6.354,6.373,4700.0
24.64,144.465,-0.263,217.349,0.117,6.354,6.373,4700.0
24.641,144.465,0.231,217.349,0.247,6.354,6.373,4700.0
24.642,144.464,0.055,217.349,-0.116,6.354,6.373,4700.0
24.643,144.464,-0.206,217.349,-0.224,6.354,6.373,4700.0
24.644,144.464,0.15,217.35,-0.047,6.354,6.373,4700.0
24.645,144.463,0.126,217.35,0.166,6.354,6.373,4700.0
24.646,144.463,-0.055,217.35,0.029,6.354,6.373,4700.0
24.647,144.463,-0.026,217.35,-0.029,6.354,6.373,4700.0
24.648,144.462,-0.017,217.35,-0.007,6.354,6.373,4700.0
24.649,144.462,0.034,217.35,-0.059,6.354,6.373,4700.0
24.65,144.463,-0.027,217.352,0.024,6.354,6.373,4700.0
24.651,144.463,-0.112,217.354,-0.16,6.354,6.373,4700.0
24.652,144.464,0.06,217.357,0.105,6.354,6.373,4700.0
24.653,144.464,0.051,217.359,0.196,6.354,6.373,4700.0
24.654,144.465,-0.048,217.361,-0.072,6.354,6.373,4700.0
24.655,144.466,0.027,217.363,0.049,6.354,6.373,4700.0
24.656,144.466,0.003,217.365,-0.158,6.354,6.373,4700.0
24.657,144.467,-0.008,217.368,0.033,6.354,6.374,4700.0
24.658,144.467,-0.05,217.37,0.064,6.354,6.374,4700.0
24.659,144.468,0.044,217.372,-0.16,6.354,6.374,4700.0
24.66,144.469,0.161,217.374,0.253,6.354,6.374,4700.0
24.661,144.469,-0.06,217.376,-0.024,6.354,6.374,4700.0
24.662,144.47,-0.109,217.378,-0.263,6.354,6.374,4700.0
24.663,144.471,-0.075,217.381,0.064,6.354,6.374,4700.0
24.664,144.472,-0.028,217.383,-0.003,6.354,6.374,4700.0
24.665,144.472,0.082,217.385,-0.017,6.354,6.374,4700.0
24.666,144.473,0.014,217.387,0.131,6.354,6.374,4700.0
24.667,144.474,0.075,217.389,0.068,6.354,6.374,4700.0
24.668,144.475,0.068,217.391,0.073,6.354,6.374,4700.0
24.669,144.476,0.107,217.393,0.092,6.354,6.374,4700.0
24.67,144.477,-0.025,217.396,-0.215,6.354,6.374,4700.0
24.671,144.478,-0.445,217.4,-0.182,6.354,6.375,4700.0
24.672,144.479,-0.082,217.403,-0.033,6.355,6.375,4700.0
24.673,144.481,0.28,217.407,-0.025,6.355,6.375,4700.0
24.674,144.482,0.131,217.41,0.152,6.355,6.375,4700.0
24.675,144.483,-0.042,217.413,0.034,6.355,6.375,4700.0
24.676,144.485,-0.11,217.417,0.033,6.355,6.375,4700.0
24.677,144.486,0.128,217.42,0.059,6.355,6.375,4700.0
24.678,144.487,0.021,217.423,0.051,6.355,6.375,4700.0
24.679,144.489,0.035,217.427,0.083,6.355,6.375,4700.0
24.68,144.491,0.061,217.43,-0.217,6.355,6.375,4700.0
24.681,144.493,-0.291,217.433,-0.135,6.355,6.375,4700.0
24.682,144.496,-0.041,217.436,0.033,6.355,6.376,4700.0
24.683,144.498,0.185,217.438,0.002,6.355,6.376,4700.0
24.684,144.5,-0.055,217.441,0.117,6.355,6.376,4700.0
24.685,144.502,-0.107,217.444,0.013,6.356,6.376,4700.0
24.686,144.505,0.113,217.447,-0.07,6.356,6.376,4700.0
24.687,144.507,0.044,217.45,0.13,6.356,6.376,4700.0
24.688,144.509,-0.017,217.453,0.006,6.356,6.376,4700.0
24.689,144.512,0.119,217.456,-0.204,6.356,6.376,4700.0
24.69,144.512,-0.068,217.458,0.14,6.356,6.376,4700.0
24.691,144.513,0.091,217.46,0.07,6.356,6.376,4700.0
24.692,144.514,-0.047,217.463,-0.161,6.356,6.376,4700.0
24.693,144.514,-0.336,217.465,0.017,6.356,6.376,4700.0
24.694,144.515,0.057,217.467,-0.056,6.356,6.376,4700.0
24.695,144.516,0.097,217.469,0.047,6.356,6.377,4700.0
24.696,144.516,0.093,217.471,0.095,6.356,6.377,4700.0
24.697,144.517,0.039,217.474,-0.016,6.356,6.377,4700.0
24.698,144.518,-0.002,217.476,0.063,6.356,6.377,4700.0
24.699,144.519,0.155,217.478,0.026,6.356,6.377,4700.0
24.7,144.519,-0.153,217.478,-0.092,6.356,6.377,4700.0
24.701,144.519,-0.122,217.479,-0.105,6.356,6.377,4700.0
24.702,144.519,0.05,217.479,0.013,6.356,6.377,4700.0
24.703,144.519,-0.077,217.48,-0.04,6.356,6.377,4700.0
24.704,144.519,0.066,217.48,0.084,6.356,6.377,4700.0
24.705,144.519,0.06,217.48,0.09,6.356,6.377,4700.0
24.706,144.519,-0.072,217.481,-0.118,6.356,6.377,4700.0
24.707,144.519,-0.004,217.481,0.09,6.356,6.377,4700.0
24.708,144.519,0.003,217.482,0.015,6.356,6.377,4700.0
24.709,144.519,0.071,217.482,-0.007,6.356,6.377,4700.0
24.71,144.518,0.143,217.483,0.011,6.356,6.377,4700.0
24.711,144.517,-0.054,217.484,-0.206,6.356,6.377,4700.0
24.712,144.516,-0.098,217.485,0.072,6.356,6.377,4700.0
24.713,144.516,-0.031,217.485,0.186,6.356,6.377,4700.0
24.714,144.515,-0.108,217.486,-0.034,6.356,6.377,4700.0
24.715,144.514,0.009,217.487,-0.081,6.356,6.377,4700.0
24.716,144.514,0.069,217.488,0.008,6.356,6.377,4700.0
24.717,144.513,0.024,217.489,0.036,6.356,6.377,4700.0
24.718,144.512,0.02,217.49,-0.074,6.356,6.377,4700.0
24.719,144.512,-0.015,217.491,-0.05,6.356,6.377,4700.0
24.72,144.51,0.161,217.49,-0.01,6.356,6.377,4700.0
24.721,144.509,0.081,217.489,-0.068,6.356,6.377,4700.0
24.722,144.508,-0.236,217.488,0.133,6.356,6.377,4700.0
24.723,144.507,-0.133,217.487,0.372,6.356,6.377,4700.0
24.724,144.506,0.058,217.486,-0.111,6.356,6.377,4700.0
24.725,144.505,0.045,217.485,-0.31,6.356,6.377,4700.0
24.726,144.504,0.023,217.484,0.12,6.356,6.377,4700.0
24.727,144.503,0.089,217.483,-0.147,6.356,6.377,4700.0
24.728,144.502,-0.044,217.482,-0.105,6.356,6.377,4700.0
24.729,144.501,-0.139,217.481,0.164,6.355,6.377,4700.0
24.73,144.5,0.065,217.48,-0.086,6.355,6.377,4700.0
24.731,144.498,0.07,217.48,0.231,6.355,6.377,4700.0
24.732,144.497,0.05,217.479,0.116,6.355,6.377,4700.0
24.733,144.496,0.007,217.479,-0.235,6.355,6.377,4700.0
24.734,144.495,-0.006,217.479,0.093,6.355,6.377,4700.0
24.735,144.494,0.055,217.478,0.005,6.355,6.377,4700.0
24.736,144.492,-0.183,217.478,-0.068,6.355,6.377,4700.0
24.737,144.491,-0.044,217.477,-0.011,6.355,6.377,4700.0
24.738,144.49,0.004,217.477,-0.149,6.355,6.377,4700.0
24.739,144.489,-0.253,217.476,-0.071,6.355,6.377,4700.0
24.74,144.49,0.263,217.478,0.103,6.355,6.377,4700.0
24.741,144.492,0.404,217.479,0.219,6.355,6.377,4700.0
24.742,144.493,-0.1,217.481,0.075,6.355,6.377,4700.0
24.743,144.494,-0.131,217.482,-0.052,6.355,6.377,4700.0
24.744,144.496,-0.148,217.484,-0.052,6.355,6.377,4700.0
24.745,144.497,-0.047,217.485,-0.042,6.355,6.377,4700.0
24.746,144.499,0.126,217.487,-0.022,6.355,6.377,4700.0
24.747,144.5,-0.091,217.488,-0.067,6.355,6.377,4700.0
24.748,144.502,0.012,217.49,-0.032,6.356,6.377,4700.0
24.749,144.503,0.12,217.491,-0.004,6.356,6.377,4700.0
24.75,144.503,-0.092,217.493,0.069,6.356,6.377,4700.0
24.751,144.503,0.058,217.494,-0.006,6.356,6.377,4700.0
24.752,144.503,0.063,217.495,0.005,6.356,6.377,4700.0
24.753,144.503,-0.139,217.496,0.186,6.356,6.377,4700.0
24.754,144.503,-0.021,217.498,-0.065,6.356,6.377,4700.0
24.755,144.503,0.081,217.499,-0.1,6.356,6.377,4700.0
24.756,144.503,0.038,217.5,0.041,6.356,6.377,4700.0
24.757,144.503,-0.047,217.501,-0.031,6.356,6.377,4700.0
24.758,144.503,-0.034,217.502,-0.015,6.356,6.377,4700.0
24.759,144.504,-0.025,217.504,-0.113,6.356,6.378,4700.0
24.76,144.505,0.04,217.506,0.057,6.356,6.378,4700.0
24.761,144.507,0.235,217.508,0.264,6.356,6.378,4700.0
24.762,144.509,-0.084,217.51,-0.104,6.356,6.378,4700.0
24.763,144.511,-0.345,217.512,-0.218,6.356,6.378,4700.0
24.764,144.513,0.034,217.514,-0.019,6.356,6.378,4700.0
24.765,144.514,0.131,217.516,0.023,6.356,6.378,4700.0
24.766,144.516,0.021,217.518,0.17,6.356,6.378,4700.0
24.767,144.518,0.129,217.521,0.025,6.356,6.378,4700.0
24.768,144.52,0.058,217.523,0.004,6.356,6.378,4700.0
24.769,144.522,-0.002,217.525,0.243,6.356,6.378,4700.0
24.77,144.522,-0.067,217.527,-0.178,6.356,6.378,4700.0
24.771,144.522,-0.301,217.53,-0.254,6.356,6.378,4700.0
24.772,144.523,0.0,217.533,-0.033,6.356,6.378,4700.0
24.773,144.523,0.196,217.536,-0.193,6.356,6.378,4700.0
24.774,144.524,-0.046,217.538,0.167,6.356,6.379,4700.0
24.775,144.524,0.112,217.541,0.251,6.356,6.379,4700.0
24.776,144.524,0.017,217.544,-0.057,6.356,6.379,4700.0
24.777,144.525,-0.118,217.547,0.082,6.357,6.379,4700.0
24.778,144.525,0.114,217.549,0.113,6.357,6.379,4700.0
24.779,144.526,0.122,217.552,0.097,6.357,6.379,4700.0
24.78,144.525,-0.109,217.553,-0.193,6.357,6.379,4700.0
24.781,144.525,-0.292,217.554,-0.487,6.357,6.379,4700.0
24.782,144.525,0.021,217.555,0.078,6.357,6.379,4700.0
24.783,144.524,0.196,217.556,0.356,6.356,6.379,4700.0
24.784,144.524,0.082,217.557,-0.027,6.356,6.379,4700.0
24.785,144.523,0.014,217.558,-0.05,6.356,6.379,4700.0
24.786,144.523,-0.123,217.559,0.077,6.356,6.379,4700.0
24.787,144.523,0.088,217.559,-0.071,6.356,6.379,4700.0
24.788,144.522,-0.021,217.56,-0.056,6.356,6.379,4700.0
24.789,144.522,-0.215,217.561,0.022,6.356,6.379,4700.0
24.79,144.521,0.06,217.564,0.011,6.356,6.379,4700.0
24.791,144.52,0.038,217.566,0.292,6.356,6.379,4700.0
24.792,144.519,0.09,217.569,-0.012,6.356,6.379,4700.0
24.793,144.518,0.177,217.572,-0.468,6.356,6.38,4700.0
24.794,144.517,-0.102,217.574,0.029,6.356,6.38,4700.0
24.795,144.516,-0.141,217.577,0.143,6.356,6.38,4700.0
24.796,144.515,0.046,217.579,-0.056,6.356,6.38,4700.0
24.797,144.514,-0.039,217.582,0.127,6.356,6.38,4700.0
24.798,144.513,0.025,217.585,0.077,6.356,6.38,4700.0
24.799,144.513,0.137,217.587,-0.007,6.356,6.38,4700.0
24.8,144.512,-0.206,217.59,-0.051,6.356,6.38,4700.0
24.801,144.512,-0.08,217.592,-0.101,6.356,6.38,4700.0
24.802,144.512,0.175,217.595,0.029,6.356,6.38,4700.0
24.803,144.512,-0.01,217.598,0.046,6.356,6.38,4700.0
24.804,144.511,0.038,217.6,-0.05,6.356,6.38,4700.0
24.805,144.511,-0.047,217.603,0.006,6.356,6.38,4700.0
24.806,144.511,-0.02,217.605,0.046,6.356,6.381,4700.0
24.807,144.511,0.127,217.608,-0.024,6.356,6.381,4700.0
24.808,144.51,-0.059,217.611,-0.045,6.356,6.381,4700.0
24.809,144.51,-0.045,217.613,-0.02,6.356,6.381,4700.0
24.81,144.51,0.016,217.617,0.083,6.356,6.381,4700.0
24.811,144.51,0.0,217.62,0.134,6.356,6.381,4700.0
24.812,144.51,-0.002,217.624,-0.062,6.356,6.381,4700.0
24.813,144.51,-0.061,217.628,-0.217,6.356,6.381,4700.0
24.814,144.51,-0.048,217.632,0.063,6.356,6.381,4700.0
24.815,144.51,0.059,217.635,0.158,6.356,6.381,4700.0
24.816,144.51,0.1,217.639,-0.125,6.356,6.382,4700.0
24.817,144.51,-0.09,217.643,0.049,6.356,6.382,4700.0
24.818,144.51,-0.026,217.646,0.067,6.356,6.382,4700.0
24.819,144.51,0.146,217.65,-0.101,6.356,6.382,4700.0
24.82,144.51,-0.034,217.651,-0.032,6.356,6.382,4700.0
24.821,144.51,-0.095,217.652,-0.231,6.356,6.382,4700.0
24.822,144.51,0.026,217.654,0.153,6.356,6.382,4700.0
24.823,144.51,0.049,217.655,0.473,6.356,6.382,4700.0
24.824,144.51,0.022,217.656,-0.093,6.356,6.382,4700.0
24.825,144.509,0.031,217.658,-0.141,6.356,6.382,4700.0
24.826,144.509,-0.067,217.659,-0.058,6.356,6.382,4700.0
24.827,144.509,-0.074,217.66,-0.203,6.356,6.382,4700.0
24.828,144.509,-0.076,217.661,-0.021,6.356,6.382,4700.0
24.829,144.509,-0.16,217.663,-0.058,6.356,6.382,4700.0
24.83,144.51,0.166,217.667,0.044,6.356,6.382,4700.0
24.831,144.51,0.222,217.672,0.308,6.356,6.382,4700.0
24.832,144.511,0.059,217.677,0.028,6.356,6.383,4700.0
24.833,144.511,0.1,217.682,-0.003,6.356,6.383,4700.0
24.834,144.512,-0.139,217.687,0.049,6.356,6.383,4700.0
24.835,144.513,-0.126,217.691,-0.184,6.356,6.383,4700.0
24.836,144.513,-0.063,217.696,0.002,6.356,6.383,4700.0
24.837,144.514,-0.04,217.701,0.013,6.356,6.383,4700.0
24.838,144.515,0.049,217.706,-0.135,6.356,6.383,4700.0
24.839,144.515,-0.215,217.71,-0.093,6.356,6.384,4700.0
24.84,144.517,0.139,217.714,0.029,6.356,6.384,4700.0
24.841,144.518,0.399,217.718,0.292,6.356,6.384,4700.0
24.842,144.519,-0.128,217.722,0.037,6.356,6.384,4700.0
24.843,144.521,-0.134,217.725,-0.193,6.356,6.384,4700.0
24.844,144.522,-0.034,217.729,-0.014,6.356,6.384,4700.0
24.845,144.523,0.008,217.733,0.06,6.356,6.384,4700.0
24.846,144.525,0.089,217.736,0.079,6.357,6.384,4700.0
24.847,144.526,-0.106,217.74,-0.057,6.357,6.384,4700.0
24.848,144.528,0.069,217.744,0.022,6.357,6.385,4700.0
24.849,144.529,0.065,217.748,0.094,6.357,6.385,4700.0
24.85,144.531,-0.183,217.754,-0.117,6.357,6.385,4700.0
